,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
1982,"Faith, I told you I look like a fucking orange.
",Guess that put it a little too close to home.,You look like shit.,1,0.9583516120910645,"highlander endgame
",376948,376957
1983,"Because I loathe bananas!
",Cornelius -- where are we?,Because I loathe and detest bananas.,1,0.9268834590911865,"escape from the planet of the apes
",264019,263992
1984,"Forget everything you've seen on television and in the movies.
",You are presented with a simple fact: Andrew Beckett was fired.,"Forget everything you've seen on TV, and in the movies...",1,0.7370623648166656,"philadelphia
",599364,599370
1985,"Now, explain it to me like I'm a four-year-old.
","Explain this to me like I'm a six year old, okay? The entire street is clear except for one small area under construction, with a huge hole that is clearly marked and blocked off, and you decide you must cross the street at this spot. You fall into the hole and you want to sue the city for negligence? ...",You want to sue Wyant Wheeler Hellerman Tetlow and Brown?,0,0.9451425895094872,"philadelphia
",599027,599045
1986,"Now don't make a move or that dog will tear you to shreds.
",They take it for granted that it's just another of Wynant's victims.,Don't make a move or that dog will tear you to shreds!,1,0.9575921297073364,"the thin man
",795513,795598
1987,"Oh, Nicky, I love you because you know such lovely people.
","I love you, Nickie, 'cause you know such lovely people!",They haven't found any clues yet -- no gun -- no fingerprints --,0,0.9537558704614639,"the thin man
",795168,795062
1988,"What's that man doing in my drawers?
",He's got more sense than you have.,What's that man doing in my drawers?,1,0.5702940225601196,"the thin man
",795259,795273
1989,"A toast, Jedediah: to Love on my own terms.
",To love on my terms. Those are the only terms anybody knows ... his own.,You're not going to like it in Chicago.,0,0.9551519267261028,"citizen kane
",178287,178279
1990,"There's only one person in the world who's going to decide what I'm going to do and that's me...
","With Mr. Rogers out of the way, Reilly, I think we may really begin to hope for a good government in this state.",There's only one person in the world to decide what I'm going to do - and that's me. And if you think - if any of you think -,1,0.9594640731811523,"citizen kane
",178399,178327
1991,"Wish he'd ""Front Page"" for me.
",You're lucky. I wish he'd front page for me.,This is a bad town for blondes.,0,0.9568171985447407,"the leopard man
",785087,785083
1992,"I swear to God in Jesus Christ's name.
","If you don't tell the cops, I will.","I swear to God, in Jesus Christ's name.",1,0.8829066753387451,"from dusk till dawn
",299168,298846
1993,"Well, your best better get a hell of a lot fucking better, or you are gonna feel a hell of a lot fucking worse.
","Yeah, well, your best better get a helluva lot fuckin' better, or you're gonna feel a helluva fuckin' lot worse.","Now, if everybody just keeps playin' it cool -- and I'm talking to you, too, Richie -- everybody's gonna get what they want.",0,0.2815793752670288,"from dusk till dawn
",298498,298908
1994,"Here is the peace in death I could not give you in life.
","Everybody be cool, or you'll be just as dead as these fucks!","Richie, here's the peace in death I could never give you in life.",1,0.8793374225497246,"from dusk till dawn
",299043,299014
1995,"I may be a bastard, but I'm not a fucking bastard.
","Well, when you run out of weapons, just start cold cocking 'em.","Kate honey, I may be a bastard. But I'm not a fuckin' bastard.",1,0.959830641746521,"from dusk till dawn
",299209,299175
1996,"Fight now, cry later.
",Bash the door in!,"Fight now, cry later.",1,0.9593039751052856,"from dusk till dawn
",299169,299180
1997,"All right, vampire killers... let's kill some fucking vampires.
","So we got crosses covered, moving right along, what else?","Okay, vampire killers, let's kill some fuckin' vampires.",1,0.9342036247253418,"from dusk till dawn
",299156,299076
1998,"Hell, you might just be the best damn girl in Texas.
",'Cause you may be the best damn girl in Texas.,You just stay in the car and watch and be ready.,0,0.902922697365284,"bonnie and clyde
",128570,128611
1999,"Why don't y'all go back to your *own* cabin, if you want to play with C.W.
",Whyn't you go back home to your papa?,"We got to swipe us another set of wheels right away, or we won't get anywhere.",0,0.7306619584560394,"bonnie and clyde
",129037,128928
2000,"There's nothing wrong with me, I mean I don't like boys.
",We could drive all night and be on that golf course tomorrow morning!,"I mean there's nothin' wrong with me, I don't like boys.",1,0.6178731918334961,"bonnie and clyde
",128556,129229
2001,"We got a dollar ninety-eight, and you're laughing!
",What do you mean there ain't no money?,We got $1.98 and you're laughin'.,1,0.9549522399902344,"bonnie and clyde
",128626,128621
2002,"In the future, when a woman is crying like that, she isn't having any fun.
","Only about a hundred people saw you cheek to goddamn cheek with him all night, Thelma!","Just for the future, when a woman's crying like that, she's not having any fun!",1,0.9494175910949707,"thelma & louise
",799659,799679
2003,"Louise, no matter what happens, I'm glad I came with you.
","Louise... no matter what happens, I'm glad I came with you.",I guess everything we've got to lose is already gone anyway.,0,0.722894698381424,"thelma & louise
",800445,800453
2004,"You let her go, you fuckin' asshole, or I'm gon' splatter your ugly face all over this nice car!
","You let her go, you fat fucking asshole, or I'm gonna splatter your ugly face all over this nice car.","Every time we get in trouble, you go blank or plead insanity or some such shit, and this time... Not this time.",0,0.5421962141990662,"thelma & louise
",799656,799790
2005,"Well, I've always believed that if done properly, armed robbery doesn't have to be an unpleasant experience.
",Just empty that cash into this bag and you'll have an amazing story to tell all your friends.,"I've always believed if done right, armed robbery doesn't have to be a totally unpleasant experience.",1,0.9628103971481323,"thelma & louise
",799997,799995
2006,"Well, we're not in the middle of nowhere, but we can see it from here.
",And we have to decide whether we want to come out of this dead or alive.,"Well, we're not in the middle of nowhere, but we can see it from here.",1,0.8312137126922607,"thelma & louise
",800330,800359
2007,"You've always been crazy, this is just the first chance you've had to express yourself.
",Now what kind of deal do you think that cop can come up with to beat that?,No... You've always been crazy. This is just the first chance you've had to really express yourself.,1,0.9642767906188965,"thelma & louise
",800450,800374
2008,"Come on, Louise, don't blow it.
","Come on, Louise. Don't blow it. Let's go.","No, Louise, you said the first part.",0,0.9563024640083313,"thelma & louise
",800343,800320
2009,"Your gonna pay, fucker.
","You're gonna pay, fucker.",Sorry I forgot my wallet.,0,0.816230833530426,"there's something about mary
",801316,801225
2010,"The last time I had a pap smear, the guy needed leather gloves and an oyster shucker.
","If he starts yapping, he's a loser; if Puffy's relaxed...well, you got yourself a keeper.",Don't bet on it. Last time I had a pap smear the guy needed leather gloves and an oyster shucker.,1,0.9624111652374268,"there's something about mary
",801275,800991
2011,"We agreed I wouldn't fuck you, and you wouldn't fuck me until we got this fuck  outta the fuckin' picture!
","You fucking prick, we had a deal--you said you wouldn't fuck me and I wouldn't fuck you until we had this fuck out of the fucking picture. You crossed the line, man.","Sorry I missed ya, but I'm out rustling up some champagne and roses in preparation for the greatest birthday of my life.",0,0.9559551104903221,"there's something about mary
",801480,801286
2012,"Is the only way you can succeed is to see me fail?
","God, even you want to tell me what I can't do.","Is that the only way you can succeed, Anton, to see me fail?",1,0.9408596754074097,"gattaca
",311535,311537
2013,"I'm sorry, the wind caught it...
",You should be going instead of me.,"Sorry, the wind caught it.",1,0.48629140853881836,"gattaca
",311253,311191
2014,"I swear, you and that guy Disney, in love with the damn rats.
","You and that freak Disney, in love with the damn rats!","I, um, need an estimate on some jewelry I might wish to sell.",0,0.943534180521965,"rko 281
",646103,646677
2015,"So if you have an appointment elsewhere, I'll excuse you.
",Now you know. If you have an appointment elsewhere--I'll excuse you.,That's one favor I'll be glad to do you.,0,0.9551682770252228,"transatlantic merry-go-round
",824417,824401
2016,"Someone, tell a joke...
",Somebody tell a joke!,I've said it.,0,0.9549901820719242,"moonstruck
",539391,539356
2017,"How the hell did they get Air Force One?
","Hey Walters, you and Johnson come here a second.","Gentlemen, welcome to Air Force One.",1,0.5163091421127319,"air force one
",22946,23096
2018,"Anyone want some pie?
",Anybody want some pie?,In front of them?,0,0.9259179905056953,"heat
",363103,363056
2019,"All hail Casiodorus Rex, dragonslayer!
",All hail Casiodorus Rex -- Dragon slayer!,"No fire, I beg you.",0,0.944276999682188,"dragonslayer
",241586,241504
2020,"If you stop, you die!
","If you stop, you die.","Well, that's a start.",0,0.9405676648020744,"crank
",195632,195637
2021,"I wonder how many steaks I could make out of you?
",Nice ... wonder how many steaks I could get out of you ...,I just gave you 200 dollars to wait for 3 minutes.,0,0.75120709836483,"crank
",195745,195697
2022,"You haven't been tight since your brother fucked you in third grade.
","Come on, I don't have time for this, just give me something ...",You haven't been tight since your brother fucked you in 3rd grade.,1,0.9179774522781372,"crank
",195599,195556
2023,"I'm gonna kick some black ass!
",You wanna know what I was doing?,Got to kick... some black... ass.,1,0.9455113410949707,"crank
",195579,195512
2024,"I told you I'd kill you, you little bitch!
","Oh yeah, that's... that's really working for me...","I told you I'd kill you, you son of a bitch!",1,0.9517130851745605,"crank
",196313,196128
2025,"I forgot to take my Birth-Control Pills!
",Now you can't get it up?,"Darn it, I forgot to take my birth control pill.",1,0.9599311351776123,"crank
",196107,196003
2026,"Get on me Bert, I can't lose.
","That's my bankroll, my life's savings.","Get on me, Bert. I can't lose.",1,0.963947057723999,"the hustler
",784621,784619
2027,"What's your favorite scary movie?
",You have to have a favorite.,What's your favorite scary movie?,1,0.9511203765869141,"scream
",668968,668970
2028,"Billy and his penis don't deserve you.
",Billy and his penis don't deserve you.,Grant Goodeve--the oldest brother on EIGHT IS ENOUGH.,0,0.9425503835082054,"scream
",669605,669609
2029,"That woman was a slut-bag whore who flashed her shit all over town like she was Sharon Stone or something.
","We did your mom a favor, Sid. The woman was a slut bag whore who flashed her shit all over town like she was Sharon Stone or something.","On the off chance I get caught-a motive like that could divide a jury for years, don't you think?.",0,0.9557065889239311,"scream
",669838,669842
2030,"Cut Casper, that's a wrap!
",Can I be the helpless victim?,"Cut, Casper. That's a wrap.",1,0.9644644260406494,"scream
",669680,669678
2031,"What do I have to do to prove to you that I'm not a killer?
","Your mom's anniversary set him off and he went on a murder spree, killing everyone...",What do I have to do to prove to you I'm not a killer?,1,0.7283530235290527,"scream
",669759,669856
2032,"We all go a little mad sometimes.
",Yeah...and when I called no one answered.,"""We all go a little mad sometimes.""",1,0.9625993967056274,"scream
",669809,669755
2033,"No, please don't kill me, Mr. Ghostface, I wanna be in the sequel!
","Okay, let's see. ""No, please don't kill me, Mr. Ghostface. I want to be in the sequel.""","""Eight is enough to fill our lives with love..."" It's a real turn on.",0,0.9543431252241135,"scream
",669679,669611
2034,"You be careful out among them English.
","So... will you kill us all, then?",You be careful out among them English.,1,0.9592387676239014,"witness
",878998,879566
2035,"What you take into your hand, you take into your heart.
","Well then, maybe he can go to Zook's barn-raising, eh?","What you take into your hands, you take into your heart.",1,0.2986214756965637,"witness
",879305,879393
2036,"You do realize you may be the only person at this party with artificial sideburns?
","Doug, you do understand that you may be the only person at this party with artificial sideburns?","Well, just the same, I'd prefer it if you'd smoke in the backyard.",0,0.9508487768471241,"inventing the abbotts
",414634,414799
2037,"You didn't know your mother at all if you think someone like me would ever stood a chance with someone like her.
","You didn't know your mother at all if you think someone like me would've ever stood a chance with someone like her. That just goes to show you how stupid this town is -- that they'd believe she slept with me. That'd make Charlie laugh. Your old man was my best friend. He used to call me 'Egg-head' -- hell, everybody did. And back then everybody knew that Egg-head Abbott didn't stand a snowball's chance in hell with Helen Riley. Of course, that was all before I became Lloyd Abbott -- Mr. Abbott. That was back when I still had chicken shit on my shoes and twelve cents in my pocket. Charlie Holt was the only one good enough for Helen. I used to spy on 'em -- yup, I did. Used to watch them sit on the front porch of her house -- your house -- and watch 'em talk.",I could always tell by the way he looked at me -- even when he was a little boy -- like I owed him something.,0,0.9509068429470062,"inventing the abbotts
",415614,415621
2038,"A faithful heart makes wishes come true.
","""A faithful heart makes wishes come true.""","Wherever I went, someone always recognized me.",0,0.8895710408687592,"crouching tiger, hidden dragon
",200178,200015
2039,"You must be the 'Red Dragon'!
","Where's the, uh, 'Dragon's lair?","So, you must be the Red Dragon.",1,0.9352238178253174,"made
",496656,496658
2040,"You're running around like a Puerto Rican on the fifteenth of the month!
",We're here representing Max. You're acting like a Puerto Rican on the fifteenth of the month.,I detected no vibe other than that Ruiz thinks you're a fucking idiot.,0,0.9529233947396278,"made
",496482,496573
2041,"Well, that's one way to deal with people...
","Well, that's news to me. The name's Tom.","I didn't know, I swear to God, I --",0,0.9557290300726891,"made
",496657,496994
2042,"You didn't invite me, so I CRASHED!
","You didn't invite me, so I crashed!",These are the first-born sons of Gotham City!,0,0.9297754690051079,"batman returns
",96083,96043
2043,"Let me guess... trust fund goody-goody?
",Ingenious costume. Let me guess ... Trust-fund goody-goody?,"You see, it's for winners.",0,0.9577531553804874,"batman returns
",96052,96034
2044,"Maybe this is a bad time to mention this, but my license has expired!
","Actually it's not so bad down there, I miss the drip, drip, drip ...","Maybe this is a bad time to mention it, but my license has expired. Of course, so have you.",1,0.9413559436798096,"batman returns
",96007,95899
2045,"I don't know about you, Miss Kitty, but I feel so much yummier.
","My body will heal, but this was the last pair left in my size.","I don't know about you, Miss Kitty, but I feel. So. Much. Yummier.",1,0.9649403095245361,"batman returns
",95727,95605
2046,"I believe the word you're looking for is ""Aaahh""!
","I'm starting... just starting... to lose my temper, now.",I believe the word you're looking for is...A-A-A-A-A-G-H-!,1,0.962000846862793,"batman returns
",95633,96128
2047,"Why is their always someone who brings eggs and tomatoes to a speech?
",All I want in return ... is the chance to ... to find my folks.,Why is there always someone who brings eggs and tomatoes to a speech!?,1,0.9379096031188965,"batman returns
",96035,95664
2048,"You know what, I mistook me for somebody else.
","Not compared to that ""Cobblepot"" person you're promoting...",Sorry. I mistook me for somebody else.,1,0.9645990133285522,"batman returns
",95754,95743
2049,"Well, the party never stops on Selina Kyle's answering machine...
","But I'm a working girl, gotta pay the rent.",The party never stops on Selina Kyle's answering machine ... Guess I should've let him win that last racquetball game.,1,0.9577579498291016,"batman returns
",95628,95621
2050,"They wouldn't put me on a pedestal, so I'm layin' 'em on a slab!
","When it came time to ensure the safety of our city, did the Mayor have a plan?","Ah, Gotham. You wouldn't put me on a pedestal, so I'm laying you on a slab!",1,0.964374303817749,"batman returns
",96124,96020
2051,"But when it comes down to it, who's holding the umbrella?
","But in the end all that counts, is: Who's holding the umbrella?","Right now, my troops are fanning out across town, for your children ...",0,0.8452517241239548,"batman returns
",96131,96086
2052,"How can you be so mean to someone so meaningless?
","Intimidate me, bully me if it makes you feel big.",It's our secret. Honest. How can you be so mean to someone so meaningless?,1,0.9502458572387695,"batman returns
",95717,95719
2053,"You gotta admit I played this stinkin' city like a harp from hell.
",Ya gotta admit ... I've played this stinking city like a harp from hell!,"I'm gonna kill it, barbecue it, chop it up and chew its bones!",0,0.882848747074604,"batman returns
",96011,96112
2054,"Dad, I have no idea who you are because you have never told me a single fact.
",And the reason he tells all those stories is because he can't stand this boring place.,I have no idea who you are because you have never told me a single fact.,1,0.9051476716995239,"big fish
",109289,109263
2055,"Truth is, I've always been thirsty.
","The truth is, I've always been a fool.",I'm sorry to have bothered you.,0,0.9273911118507385,"big fish
",109185,109181
2056,"He's almost a stranger, and I prefer him to you!
",I don't suppose one of us could stay with him.,He's almost a stranger and I prefer him to you.,1,0.9560204744338989,"big fish
",109208,109445
2057,"This isn't how I die.
",When I'm really supposed to.,This isn't how I die.,1,0.9621175527572632,"big fish
",109054,109050
2058,"I know better than to argue romance with a French woman.
","Mmm, what. I know better than to argue romance with a French woman.",""" I've never heard my father say a single true thing.",0,0.955024603754282,"big fish
",109259,109265
2059,"It's rude to talk about religion, you never know who you're gonna offend.
",It's rude to talk about religion. You never know who you're going to offend.,A man's life can only grow to a certain size in a place like this.,0,0.9543445520102978,"big fish
",109066,108963
2060,"Sandra Templeton, I love you and I WILL marry you.
",Sandra Templeton! I love you! And I am going to marry you!,Fate has a cruel way of circling around on you.,0,0.9563647732138634,"big fish
",109186,109183
2061,"Sometimes, the only way to catch an uncatchable woman is to offer her a wedding ring.
","Sometimes, the only way to catch an uncatchable woman is to offer her a wedding ring.","The whole time we were calling it a him, when in fact it was a her.",0,0.9471418112516403,"big fish
",108772,108766
2062,"I've been nothin' but myself since the day I was born, and if you can't see that it's your failin', not mine.
","I've travelled from Tennessee to Timbuktu, and if there's one thing people have in common, is we could all use a hand around the house.","I have been nothing but myself since the day I was born. And if you can't see that, it's your failing, not mine.",1,0.9660063982009888,"big fish
",109298,109309
2063,"We have to take Glenville to avoid the church traffic because the damn church people drive too slow.
","And we have to take Glenville to avoid all the church traffic, because those damn church people drive too slow.",They're not elaborate mythologies you maintain when your son is ten and fifteen and twenty and thirty.,0,0.834435909986496,"big fish
",109500,109291
2064,"I don't think I'll ever dry out.
",I don't think I'll ever dry out.,Not everything your father says is a complete fabrication.,0,0.5979579985141754,"big fish
",109346,109303
2065,"You become what you always were - a very big fish.
",You become what you always were. A very big fish. And that's the way it happens.,"I used to do it when you were gone, remember?",0,0.9545102007687092,"big fish
",109513,108914
2066,"It was that night I discovered that most things you consider evil or wicked are simply lonely, and lacking in the social niceties.
","It was that night I discovered that most things you consider evil or wicked are simply lonely, and lacking in the social niceties.","See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.",0,0.18566977977752686,"big fish
",109165,109219
2067,"Does anyone know WHERE THEY ARE?
",And they wouldn't believe me.,Does anyone know where they are?!?!,1,0.8798620700836182,"up
",843780,843739
2068,"I'm always lookin' out my own eyes.
",Will you still love me when I have pimples.,I don't know... I'm always looking out of my own eyes...,1,0.9595739841461182,"the curious case of benjamin button
",206403,206406
2069,"What if I told you that instead of gettin' older, I was gettin' younger than everybody else?
",What if I was to tell you I wasn't getting older -- I was getting younger than everybody else...,I'll get a room... and once you can leave you'll come home with me to New Orleans.,0,0.6876485645771027,"the curious case of benjamin button
",205896,206343
2070,"You as ugly as an old pot, but you still a child of God...
",You may be as ugly as an old pot... but you still a child of God...,Now we got to find you some proper work and get you married right...,0,0.6693274676799774,"the curious case of benjamin button
",205515,206120
2071,"I play a lot of XBOX.
",I play a lot of Xbox.,I must have dropped the keys!,0,0.9415897578001022,"i am number four
",395957,395761
2072,"Are you ready for my wisdom?
",Something terrible's going to happen.,Are you ready for my wisdom?,1,0.9416035413742065,"lord of illusions
",485152,485151
2073,"I see a safe journey, I see a safe return.
","He does, a little spot where the butter had been.",Safe journey. Safe return.,1,0.9645081758499146,"kundun
",453603,453634
2074,"They have taken away our silence.
",An antidote eliminating misery and sorrow.,They have taken away our silence.,1,0.951697587966919,"kundun
",453739,453750
2075,"Are we hoping the ghost is going to have to use the potty?
",Are we hoping the ghost is going to have to pee?,"...and I don't think I'm some lonely, middle-aged woman cracking up.",0,0.9045421481132507,"what lies beneath
",864307,864264
2076,"He looks just like his father.
",Who's gonna read it?,He looks just like you.,1,0.963464617729187,"precious
",614484,614489
2077,"With all my black little heart.
",With all my black little heart.,I'm glad she's risen!,0,0.6015029549598694,"queen of the damned
",628252,628260
2078,"Come out, come out, wherever you are.
","Come out, come out, wherever you are.","Come out, come out, whoever you are.",0,0.9570060968399048,"queen of the damned
",627931,627940
2079,"I only get carsick on boats.
",I only get carsick on boats. But seems to me that's more the fish smell than the bouncing...,Plenty more where that came from.,0,0.9516931660473347,"midnight cowboy
",526588,526586
2080,"The two basic items necessary to sustain life, are sunshine and coconut milk... didya know that?
",The two basic items necessary to sustain life are sunshine and coconut milk. That's a known fact. If I can find the goddam hole the milk squirts out.,They lie out in their pagodas and pergolas waiting to grab the first jockstrap that passes.,0,0.9565168954432011,"midnight cowboy
",526833,526838
2081,"Not anxious to die sir, just anxious to matter.
","Not anxious to die, Sir, anxious to matter.",Evelyn...you know the line -- let's make tonight memorable.,0,0.7488338053226471,"pearl harbor
",591858,591840
2082,"That's bull-shit MacCawley... but it's very, very good bull-shit.
",And strip everything you don't need out of the planes.,"That's bullshit, son. But it's really good bullshit.",1,0.9650870561599731,"pearl harbor
",591766,592469
2083,"And I will tell you one thing... leave your goddamn hula shirts at home.
",You won't need any goddamn hula shirts.,There's one thing you have to be aware of from the very beginning.,0,0.8976007103919983,"pearl harbor
",592382,592395
2084,"This is pretty fucking sexy.
",This is pretty fucking sexy.,"Sixty thou a year, domestic.",0,0.8493681252002716,"up in the air
",843997,843985
2085,"Can you stop condescending for one second or is that one of the principles of your bullshit philosophy?
",How does it not even cross your mind that you might want to have a future with somebody?,Would you stop condescending for one second? Or is that one of the principles of your bullshit philosophy?,1,0.9624124765396118,"up in the air
",844476,844466
2086,"Please, for the love of God, can I fire the next one.
",Inside the packet you'll find a clearly worked out severance package.,"Please, for the love of God, can I fire the next one?",1,0.964110255241394,"up in the air
",844285,844289
2087,"A person's body is his temple.
","A person's body is his temple, Wendy. This body is your first and last possession. Now as your own parents have probably told you, in adolescence our bodies tend to betray us. That's why, in Samoa and in other developing nations, adolescents are sent out into the woods, unarmed, and they don't come back until they've learned a thing or two.",I'm too much of a cynic.,0,0.95419105514884,"the ice storm
",399259,399228
2088,"I'll show you mine if you show me yours.
",They need the money for my band uniform at school.,I'll show you mine if you show me yours.,1,0.9434762001037598,"the ice storm
",399256,399148
2089,"Mikey's been out of it since the day he was born.
","Tonight? Jim, he's been out of it since he was born.","How you take it isn't all that interesting to me, Benjamin.",0,0.9557215683162212,"the ice storm
",399183,399474
2090,"Absolutely brilliant.
",Brilliant. Absolutely brilliant.,Stop it.,0,0.8268570899963379,"domino
",234942,234957
2091,"Oh, God, I'm so ashamed!
",You can do nothing to me!,"Oh God, please Lord.",1,0.9568902254104614,"hotel rwanda
",387941,387935
2092,"Weakness compels strength, betrayer begets blood; this is the Law of the Nine Clans.
","You will suffer for seven days, one day for each year you defied me.",Weakness compels strength. Betrayal begets blood. This is the way of the Nine Clans. This is the way of the Ninja.,1,0.9626750946044922,"ninja assassin
",567665,567667
2093,"I'm going to paraphrase Thoreau here... rather than love, than money, than faith, than fame, than fairness... give me truth.
","Here she stopped and, closing her eyes, took a deep breath of the flower-scented air of the broad expanse around her.","I'll paraphrase Thoreau -- ""Rather than love, than money, than fairness, give me truth.""",1,0.9255070686340332,"into the wild
",412523,413082
2094,"Uncommon beauty is commonly overlooked.
",I talked to a girl...,It means uncommon beauty is commonly overlooked. Most people only notice birds with the brightest colors.,1,0.9613525867462158,"the woodsman
",882437,882384
2095,"I got cancer of the prick.
","Cancer of the prick. Oh, yeah, you didn't know that? Fuggedaboudit. I ' m in the medical books with that.","She's a good woman, Louise.",0,0.9552874267101288,"donnie brasco
",236068,236064
2096,"If anything should happen to me... make sure Annette gets the car.
","Ah, he's a stone degenerate, he's coked-up half the time.","Anything happens, make sure Louise gets the Cadillac.",1,0.9576576948165894,"donnie brasco
",235996,235868
2097,"I think I just shit my pants.
",Christ. I think I shit my pants.,That's why you sent for me?,0,0.9542756676673889,"donnie brasco
",236044,236049
2098,"Gage, you the one playing games?
",Gage? Are you the one playing games?,I want to show you something.,0,0.952119380235672,"pet sematary
",597350,597352
2099,"Sometimes dead is better.
",It's been done.,Why...that sometimes dead is better. That's all. Sometimes dead is better.,1,0.9658234119415283,"pet sematary
",597228,597226
2100,"Go on, lay down, play dead, be dead!
","Come on, you guys--before you miss the boat.",Go on. Lie down. Play dead. Be dead.,1,0.9607323408126831,"pet sematary
",597377,597256
2101,"I like you Mr. Carpenter, you're a real screwball!
",I'll bet that's the way Professor Barnhardt talks.,"I like you, Mr. Carpenter. You're a real screwball.",1,0.9618619680404663,"the day the earth stood still
",215711,215705
2102,"We have come to visit you in peace and with goodwill.
","If anything should happen to me, you must go to Gort.",We have come to visit you in peace -- and with good will.,1,0.48035335540771484,"the day the earth stood still
",215522,216076
2103,"Thank you, I knew I could con you.
","Thank you, Bloom. I knew I could con you.",I'm gonna take a little nap.,0,0.9572560787200928,"the producers
",792372,792376
2104,"""Springtime for Hitler"" a gay romp with Adolf and Eva at Berchtesgaden... Wow!
","Max, as I was saying, maybe we should go easy on the spending.","""SPRINGTIME FOR HITLER, A Gay Romp with Adolph and Eva in Berchtesgarten."" Fantastic!",1,0.9501245021820068,"the producers
",792529,792720
2105,"Ooh, I fell on my keys!
","Oh, I fell on my keys. I've got to get out of here.",You're holding me too tight.,0,0.9570883624255657,"the producers
",792420,792415
2106,"I'm in pain and I'm wet and I'm still hysterical!
","Up and down, up and down, until he squashed her like a bug.",I'm in pain! And I'm wet! And I'm still hysterical!,1,0.962212085723877,"the producers
",792435,792425
2107,"You have exactly ten seconds to change that look of disgusting pity into one of enormous respect!
",You have exactly ten seconds to change that disgusting look of pity into one of enormous respect. One ... Two ...,"It's only two thousand dollars, Bloom, do me a favor, move a few decimal points around.",0,0.9551887512207031,"the producers
",792329,792365
2108,"Tear down fences... why, if you tore one picket off your neighbor's fence, he'd sue you!
","Tear down all the fences. Why, if you tore one picket off of your neighbor's fence he'd sue you!",You know we were headed for the Columbia River country before all this John Doe business came up.,0,0.9543209858238697,"meet john doe
",520625,520327
2109,"There you are, Norton - - the people, try and lick that.
","Go on and read it, John, and then start socking!","There you are, Norton! The people! Try and lick that! Come on, Colonel.",1,0.9629828929901123,"meet john doe
",521190,520956
2110,"Why can't that spirit, that warm Christmas spirit, last all year long?
",You're gonna need him and he's gonna need you .,"Now, why can't that spirit, that same warm Christmas spirit last the whole year round? Gosh, if it ever did, if each and every John Doe would make that spirit last three hundred and sixty-five days out of the year, we'd develop such a strength, we'd create such a tidal wave of good will, that no human force could stand against it.",1,0.9650580883026123,"meet john doe
",520615,520612
2111,"If it was raining hundred dollar bills, you'd be out looking for a dime you lost someplace!
","He pours out his soul to me, and from now on we quote: ""I protest, by John Doe.","You're supposed to be a smart guy! If it was raining hundred dollar bills, you'd be out looking for a dime you lost some place.",1,0.9621708393096924,"meet john doe
",520209,520197
2112,"If you could afford a place like this, you'd buy a place like this.
",If you could afford a house like this you would buy a house like this.,"I mean, sure, she would smoke a little grass, or something, have a few drinks.",0,0.9176450595259666,"the limey
",477756,477415
2113,"It really looks like Hawaii here.
",Do you wanna have sex?,This really looks like Hawaii here.,1,0.9453814029693604,"punch-drunk love
",625306,625308
2114,"People are just crazy in this world, I think.
",You came and got me out of my room.,"...people are just crazy in this world, I think....",1,0.947256326675415,"punch-drunk love
",625362,625303
2115,"I'm gonna crack your fucking skull.
",Let's just leave it there for now.,I'm gonna call you back.,1,0.9079325199127197,"punch-drunk love
",624899,624841
2116,"How real do you feel, Mrs. Peel?
","For you, Mrs. Peel.",I can't wait to see afternoon.,0,0.8449756354093552,"the avengers
",77447,77438
2117,"Mrs. Peel, you're needed.
",Mrs. Peel ... ! Mrs. Peel ...,"First time, shame on you.",0,0.8472643345594406,"the avengers
",77568,77587
2118,"I'm going to punch out your ugly lights, whoever you are!
","I'm gonna punch out your ugly lights, whoever you are.","He should join the Marines, they could make something out of him.",0,0.947202630341053,"a nightmare on elm street
",8917,8903
2119,"I don't know what's real anymore.
","I don't know who he is. But he's burned, he wears a weird hat, a red and yellow sweater, real dirty, and he uses some sort of knifes he's got made into a sort of... glove. Like giant fingernails.",It's not you I don't trust.,0,0.9558573588728905,"a nightmare on elm street
",9195,9212
2120,"Okay Krueger, we play in your court.
","You know he's dead though, right?","Okay, Krueger, you bastard. We play in your court.",1,0.9669158458709717,"a nightmare on elm street
",9393,9400
2121,"Whatever you do don't fall asleep.
",Meanwhile whatever you do don't fall asleep. Midnight.,I've got a proposition for you.,0,0.9561189897358418,"a nightmare on elm street
",9340,9402
2122,"Nancy, you dreamed about the same creep I did.
",I knew there was something about you I liked...,"Nancy. You dreamed about the same creep I did, Nancy...",1,0.9572373628616333,"a nightmare on elm street
",8911,8942
2123,"Yeah, like, what if we're all getting that ""Diff'rent Strokes"" curse or something?
","Yeah, you're acting like we all just got the Diff'rent Strokes curse or something.",Freaked me out so bad I hid in a shopping cart for four hours.,0,0.8621481209993362,"final destination 2
",284358,284676
2124,"We're *all* going to die.
",But we're all going to die. We can't stop it. It's just a matter of time. I'm so scared.,They're next on the list.,0,0.9543972238898277,"final destination 2
",284470,284447
2125,"Dead, yet still fresh.
",Don't you think?,Dead. But still fresh.,1,0.9650090932846069,"final destination 2
",284488,284492
2126,"Polly wanna MegaZord?
",Polly wanna cracker?,What's going on?,0,0.9268768057227135,"mighty morphin power rangers
",528242,528151
